Id,SalePrice
2658,94270.57554847661
2718,128709.95757546864
2414,224232.71993988685
1989,116488.77910278356
625,187994.53438045728
333,89698.2549150404
1327,103206.87612523585
858,123716.2823948529
95,179830.8418723127
1568,153676.303084691
2482,171841.99607691687
1364,108107.6966322227
2584,143752.23916184236
818,270276.3261409768
2673,125439.34090715308
2089,130039.94136525376
1297,129131.03833676556
790,118808.93874155538
2616,172252.7572227678
720,177787.19058691457
222,147351.06891325125
557,131829.95182477162
1148,185939.32294898434
2766,253342.15881718995
534,169320.15263222114
1452,109647.47137373446
630,137353.54092148453
2648,126255.73860371912
125,196357.89337008446
1904,94670.30562250581
1670,110710.09505272588
756,109447.39131382502
717,326614.8949764686
1032,192984.51397618678
852,221861.39115055467
1731,168739.49796150107
2639,94362.14034754892
2071,92010.49504539339
1267,223282.8961909918
1851,172026.23729802566
567,168632.56574297263
2439,196865.0332404511
1898,146362.14591486007
647,144182.60338162526
2256,242482.47729774308
979,83197.60436116658
1444,222974.07602745967
2485,115748.70777318734
157,132378.8635969895
88,114369.01267572655
2003,101074.0203983845
186,179780.0194635042
1425,232469.14653154102
2695,100948.19104711615
738,167415.8863862202
395,149624.5016788725
1353,115626.14601439153
1878,123278.0556674496
390,154617.81320221064
1456,243204.38836668603
1103,334232.5820763411
1387,128874.83315092287
2070,148783.0141941377
1199,161881.8892629278
2479,194238.19927218108
501,333259.5894163187
2362,104485.6706307984
1718,226771.0644765111
2188,118852.4207616212
1483,207210.55670238094
2557,131274.9130985833
437,350429.1140145946
2224,318379.13681210415
1628,199390.48395537704
397,139178.1304519922
587,196010.37788137508
971,137361.4667969561
2611,131843.50208220832
1887,100988.3195490165
2399,418668.2556420661
2148,200890.28783313092
304,86527.38071403782
1997,132555.20750781999
2817,144439.8425146572
1431,231973.00883807972
427,350254.57331040036
263,119133.11336410757
598,199820.9020624515
2895,190361.71968475173
687,126041.1395157022
1822,115364.19309086501
2191,91037.78349155813
179,100152.62237945148
1009,234541.95413008504
2010,121906.81814774386
1991,107024.04511158113
1411,139126.9225331958
1721,224402.66192045424
1144,197926.07283210452
593,210774.76460800276
575,346195.0709216869
1249,180449.391345044
1604,114495.87958583038
1064,442693.8355642696
1923,158963.54373022864
1988,117117.35562999443
2325,191698.9551605903
114,183764.16342397983
2700,120052.09049688102
217,92184.48523831512
343,161080.89532949793
386,218675.8000257723
2005,133934.42553004876
2908,121561.02331067697
1814,229526.13358767523
2446,453662.7106811317
208,135758.60923405993
1679,114224.88505856028
822,324777.07772364654
6,195756.02787653005
1781,386347.5911871956
2397,331140.5639768601
2340,281166.39948132786
1618,165890.0455984054
2843,121966.43443007099
1061,357370.9126012839
2786,126748.81101695508
1935,131865.6082461881
1341,111647.73680466371
521,255316.27219188743
2136,163311.71106289656
996,198107.81571582035
227,170948.92827312835
135,179850.73029908453
1167,140598.18862151416
294,214262.31549651088
1776,194090.39188373688
540,172005.3718223818
1717,226768.5600407632
2303,132578.56677220896
116,179052.981342368
127,148444.64771429016
1371,98655.18683203695
1014,186434.36548384035
1507,88928.14380330603
702,119560.46533697487
